load,ue_ttt,so_ttt,poa,poa_std,n
300,15.54232318266338,15.481994742122588,1.0039004208665714,0.0008967003059411979,3
600,34.90094380640685,33.65921051532522,1.036892099794584,0.003618652668139345,3
1000,78.86144031227907,69.59729183461694,1.133097730866275,0.007519824791628921,3
