shell,diameter,n,seed,GCN_all,Heat_all,QW_all,GCN_far,Heat_far,QW_far,GCN_params,Heat_params,QW_params,machine
iridium66,9,66,0,0.10262624112891391,0.09455159709762992,0.0584222753281559,0.12820179863053027,0.11212640384365381,0.06667228600578284,3265,3268,3268,Linux-x86_64-sol1
iridium66,9,66,1,0.11733899056756035,0.07125593100267935,0.061946136961399195,0.14477592496127276,0.0806884360003879,0.06947147360557014,3265,3268,3268,Linux-x86_64-sol1
iridium66,9,66,2,0.09932082167878542,0.06838509566783099,0.062146688279069176,0.12490601064814881,0.07843351798718229,0.07055283996980102,3265,3268,3268,Linux-x86_64-sol1
starlink_mini132,16,132,0,0.1397637071660518,0.08815243307174475,0.07900951985898277,0.1493280967578697,0.0971326309597521,0.08727556972015789,3265,3268,3268,Linux-x86_64-sol1
starlink_mini132,16,132,1,0.12904784308819617,0.1038455667564513,0.071597986178322,0.14262721149144036,0.11879539946977465,0.07967385985953943,3265,3268,3268,Linux-x86_64-sol1
starlink_mini132,16,132,2,0.12859837059392237,0.1015834482963607,0.07946798009231636,0.1459338924754607,0.10869466246455138,0.08818524641014709,3265,3268,3268,Linux-x86_64-sol1
starlink_mini264,28,264,0,0.16255091708652025,0.1167966793868914,0.10535115873152369,0.16406118977223424,0.12351647889588627,0.11078187012552217,3265,3268,3268,Linux-x86_64-sol1
starlink_mini264,28,264,1,0.1620569867249273,0.14925311291438154,0.10926063660620715,0.1636392599685103,0.15500584996568362,0.116054577193294,3265,3268,3268,Linux-x86_64-sol1
starlink_mini264,28,264,2,0.1512216580309357,0.11689542606876059,0.10007025194395322,0.16200673431278223,0.1251823035254573,0.10645379974869712,3265,3268,3268,Linux-x86_64-sol1
