tag,commit,code_sha,env,shell,seed,unit_of_analysis,A_blind_ttt,A_ue_ttt,A_so_ttt,A_poa,A_msa_iters,B_g_sum,B_g_max
vps,f539a36,b4ede21a68f7,Linux-x86_64 | numpy 2.4.6 | torch 2.13.0+cpu,w132_i53,0,vo-x-seed,np.float64(86.5073329860334),34.13286859173407,33.023102301034406,1.0336057551644657,50,29.63508949154879,1.0473638773911211
vps,f539a36,b4ede21a68f7,Linux-x86_64 | numpy 2.4.6 | torch 2.13.0+cpu,w132_i53,1,vo-x-seed,np.float64(85.35063257704387),35.834935121708014,34.68812860793326,1.033060489562198,50,28.025023492908335,1.1040884028472346
vps,f539a36,b4ede21a68f7,Linux-x86_64 | numpy 2.4.6 | torch 2.13.0+cpu,w132_i53,2,vo-x-seed,np.float64(83.16531440619185),36.77025446263143,35.4301153002606,1.0378248603204792,50,27.979864161009473,1.054849314944283
vps,f539a36,b4ede21a68f7,Linux-x86_64 | numpy 2.4.6 | torch 2.13.0+cpu,w264_i53,0,vo-x-seed,np.float64(2107.756318762045),109.43600852797056,108.53513399697887,1.0083003033010192,50,49.49213630751212,0.9159238659123322
vps,f539a36,b4ede21a68f7,Linux-x86_64 | numpy 2.4.6 | torch 2.13.0+cpu,w264_i53,1,vo-x-seed,np.float64(2818.87338786643),110.30989736194113,109.43406656193132,1.0080032738207179,50,53.434925906221764,1.0138866849040047
vps,f539a36,b4ede21a68f7,Linux-x86_64 | numpy 2.4.6 | torch 2.13.0+cpu,w264_i53,2,vo-x-seed,np.float64(2502.4047521025695),114.20274754159036,113.57307039987039,1.005544246884433,50,50.42023124192208,1.0188940776559774
