tag,commit,code_sha,env,shell,seed,unit_of_analysis,A_blind_ttt,A_ue_ttt,A_so_ttt,A_poa,A_msa_iters,B_g_sum,B_g_max
mac,(khong phai git repo),b4ede21a68f7,Darwin-arm64 | numpy 2.0.2 | torch 2.8.0,w132_i53,0,vo-x-seed,np.float64(86.50733298603342),34.13286859173407,33.02310230103441,1.0336057551644655,50,30.0379884980186,1.0539829498498814
mac,(khong phai git repo),b4ede21a68f7,Darwin-arm64 | numpy 2.0.2 | torch 2.8.0,w132_i53,1,vo-x-seed,np.float64(85.35063131160251),35.83493492331025,34.68812836861956,1.0330604909698196,50,28.21476894820877,1.1046746933936766
mac,(khong phai git repo),b4ede21a68f7,Darwin-arm64 | numpy 2.0.2 | torch 2.8.0,w132_i53,2,vo-x-seed,np.float64(83.16531768245223),36.77025447506467,35.430115750875274,1.0378248474719218,50,28.547789810386913,1.0633008554430756
mac,(khong phai git repo),b4ede21a68f7,Darwin-arm64 | numpy 2.0.2 | torch 2.8.0,w264_i53,0,vo-x-seed,np.float64(2107.447575940221),109.40116260623344,108.50456967775366,1.008263181275614,50,51.57380714716548,0.9918065774950533
mac,(khong phai git repo),b4ede21a68f7,Darwin-arm64 | numpy 2.0.2 | torch 2.8.0,w264_i53,1,vo-x-seed,np.float64(2815.179375550774),110.26858797935947,109.48584230447113,1.0071492866877854,50,55.88603779556692,1.0988391229930998
mac,(khong phai git repo),b4ede21a68f7,Darwin-arm64 | numpy 2.0.2 | torch 2.8.0,w264_i53,2,vo-x-seed,np.float64(2507.493732032936),114.22629752186134,113.52654237948583,1.006163802118067,50,52.83360175858179,1.1353783131841182
